,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,84.59030151367188,97.10365804036458,92.93362426757812,32.910126096280564,30.717050112410273,48.04943399121448,150.16785535016055,0.9261909498938927,0.16208116657549776,12.136934202763818
0,117.63399920886076,126.44220975079114,120.93544798259494,35.31612845572494,27.19272643424927,47.31117151922182,69.49221114722698,0.9625135786909469,0.22621925857301306,11.277492655051404
0,123.29591128700658,131.07112201891448,113.59859426398026,36.306308789415105,25.85820535686243,41.13192791512282,229.035322968128,0.8683943255607658,0.10962185015181124,12.468312589996476
0,111.60036399147727,131.31322502367425,104.65423768939394,48.57877418786656,39.88120200953881,59.459646877569384,358.6633920091126,0.8992430185602952,0.14380205717787775,12.77560448485989
0,101.07192547401685,108.06224762991573,118.24873814957866,30.885112609833794,28.050736823577946,44.31563998791739,63.45259019954021,0.9632556019173935,0.2553809687183263,11.331872128108126
0,67.04912953317901,91.19092399691358,92.90914351851852,34.3373041062278,29.057027006817705,39.90305352806551,89.93910368824282,0.9556768000771321,0.23053948675858327,11.076566502602972
0,91.7559094551282,99.2671846382784,92.28092090201466,25.590141756758513,17.623804880687597,30.49691004732949,80.94578865854173,0.89468606804733,0.20697008094582137,11.153970128055807
0,92.54941860465117,109.46605066445183,104.97652356727575,30.231138629066223,23.137224362954292,41.7281301717681,288.8002642731693,0.7700006512530024,0.10575198710822972,12.438860814782016
0,102.25565867794487,108.30120222431077,115.96158364661655,25.78672142884614,22.587009172540334,41.88328590148577,88.56755343890383,0.9225925278407898,0.2063296573972852,11.425238324788562
0,96.1760720378412,98.39468633684864,87.5846192617866,32.604085784610945,28.690744944088607,45.74802993869356,335.8758406559902,0.8068774967490119,0.12579539546713542,12.562772833351346
0,134.43662567689532,148.7064107626354,120.1619331001805,41.96447100142962,37.070784623751,53.44102297513257,463.5163194471995,0.8350289743049941,0.09211877280860742,13.074114669222599
0,102.45410458591331,118.18122339396285,86.75631288699691,51.57054267265512,45.05434580742335,61.346503565548794,850.0830065280184,0.8102049442510131,0.09900123467554646,13.566597069878789
0,94.21026296713917,107.32454091494846,94.93122785115979,45.9486479278236,38.57852452018578,56.85426147206506,293.2762622992389,0.9159094194942358,0.15458698911718696,12.770534034358828
0,95.552522172949,109.78121535476718,92.73495530764967,47.50174494854249,36.2897725916478,55.22271887306895,119.3685405676995,0.9643775903065371,0.1803636145986288,12.189701711894173
0,122.8438720703125,134.987060546875,117.63857596261161,43.92839191839475,33.79225286830428,56.320869264414206,424.428194128427,0.8433235011513265,0.1332477831360135,12.886490333936552
0,92.47337542393412,96.07125878149225,105.47170996850775,24.39555421294535,17.523766617003425,38.49863126233636,90.34391199641642,0.8766550441175194,0.17465539783271777,11.153522488280998
0,130.31426454741379,126.06183997844828,122.7658270474138,19.66564978424258,17.834025519398256,31.742159359571765,73.21549692322415,0.8722118027393119,0.28153587151029213,10.39548273317478
0,109.57123235887097,124.34630796370968,106.03300151209677,62.5598497033254,55.854105412759,72.14567254275315,465.08647531887505,0.9310045473941404,0.1987783143506226,12.781379560450084
0,105.29172103340292,116.17340814196243,104.13483494258872,51.36744783025931,41.44103065169034,63.69745410587123,750.5132032506598,0.8198156611695528,0.08536444699888537,13.75661787091164
0,114.81418557363014,128.7093990796233,103.38041791523973,58.88644520521244,47.349464096970685,71.79428082216761,948.2615448855963,0.8284790688630492,0.06838347757095398,13.88974131101807
0,104.60715716575092,125.84038747710623,97.43181948260073,59.98986429718725,47.90662637518054,71.19329236322721,458.7833176914932,0.9177149153096089,0.14121702782286977,13.015269623802103
0,84.0073825380562,99.69549546252928,101.78244840456675,29.97907231397729,28.117616494713815,48.63570146299995,79.60684331979299,0.9543401340077629,0.19752084180285154,11.692618913453352
0,97.9281927614796,109.27347735969387,99.2677076690051,57.3930454020811,51.489605505587036,66.1893701071199,1280.7088328655864,0.7822596792766067,0.08155140775957709,14.172938448337703
0,111.78333536783855,126.17453002929688,106.68358357747395,56.78310153840343,53.937067786217234,67.02189444497417,628.7002218067922,0.8959320328161575,0.16941400000572038,12.69246835317102
0,82.17902303479381,90.47143806378865,107.27151457796391,30.760277212667933,25.104210752162587,39.92864433768275,159.74093205290745,0.8937010607809723,0.13707313600858617,12.011496757662279
0,99.11460911716172,108.17708333333333,123.65180228960396,28.234056331759753,23.11962172743724,38.829374571591764,151.27440580157202,0.8826946428311915,0.17254005531803332,11.619555063426667
0,107.11040329052969,108.759887891252,99.41141653290529,55.493256617483915,51.47415987316691,68.05553113154113,327.98007557087067,0.9431122254324861,0.22168942564696184,12.096332813263885
0,85.52022741336634,104.26987933168317,86.16535169141915,35.41061882875315,25.063136639278323,44.67207611329409,82.40562971725038,0.9516302759193425,0.3171990389884758,11.038360111855363
0,106.51357677902622,109.3036487593633,108.1780781835206,58.73405550539777,54.08412404589746,64.72399880316836,1189.2013597914874,0.8092541960805313,0.10282802441633605,13.789303038892518
0,112.21578663793103,118.37216097480106,97.76779053381964,29.255181311587183,23.237464605568356,40.478874485456075,95.18321529357313,0.9237348280310238,0.2485273199194841,11.363977615540051
0,103.00197526927438,114.67641014739229,108.28490823412699,51.8875263678025,46.76443542285041,62.44776125611497,916.3996102417054,0.8100712502772285,0.1072399983329205,13.770085251976717
0,130.59290202402136,144.62139957740214,117.7378225088968,47.098534794159335,32.82215601387018,65.20488101927018,662.0737814546834,0.7774804207485755,0.09199815398778548,13.13498455479403
0,74.77212661880631,92.64547262105856,112.71121903153153,29.681636875328024,25.359566999304185,46.70927753309547,133.03549304960234,0.9144582243142797,0.1717001249981972,11.725553314752403
0,60.766245797677264,71.33120033618582,85.84721691625917,33.97981413180394,34.849069413808735,51.97828802096435,81.39397515913885,0.96782587527774,0.24520980185717536,11.391515149928264
0,122.34405158547794,137.67628389246323,112.64158720128677,50.04875933593432,41.89563084353619,61.899847405747884,719.8147329085746,0.8245647957118492,0.09876890435627472,13.33391447377497
0,89.50287075700432,106.84699117726294,88.96685580549568,42.29433800067101,33.68048222165542,56.28719963305934,353.9456166635157,0.8728465534435841,0.09725628037826661,13.160422128553165
0,98.55474213286713,103.80120010198135,104.6973157051282,43.59373951887414,44.67768829660807,51.143984862141345,805.3257356799777,0.7877426395945255,0.12108282673306778,13.412258875015617
0,81.82713527628033,99.29490608153638,84.15257538746631,46.246353974421105,34.797487468097835,53.78924220480753,435.9146683041484,0.862788013125815,0.11499444063096989,12.957891459104157
0,71.57720588235294,89.72866881127452,79.66768790849673,29.872964937306122,27.142578454338377,37.4210066788056,286.7995181428321,0.8067456447464786,0.12065575736989581,12.435987248177213
0,94.65657868122977,113.67269670307444,82.91527609223301,58.93068538821962,58.98024033418204,63.20036156635777,463.70729492894907,0.9300503877710404,0.18635856822924154,12.742836952154676
0,116.4951762677936,124.2665146797153,115.75640847419929,46.36834735734644,39.579362615060695,56.962462147319,771.8955070345464,0.7793531221772402,0.07695489497092313,13.622324163122087
0,111.85026847910217,124.13906491873065,104.30957333591331,50.04485618220419,38.157054276713865,63.063202510698886,801.2828282971963,0.7867917404370022,0.0652540462945173,13.70922416031508
0,93.3358234489051,97.62410184762774,90.38207116788321,33.569023501276156,29.8508096308214,41.32735269960252,62.671866973813124,0.9677555273727528,0.2205193130223845,11.454731871916001
0,108.14905925605537,114.5727589749135,107.0540116782007,54.85820923864592,52.041689595124666,60.09370568118098,1321.279658514662,0.7595605868107358,0.09073139538376608,14.070422992092894
0,113.30972377232143,117.75567801339285,98.82159598214285,32.74249139118499,24.544027094799524,38.87941102555326,44.003997236607475,0.9705591348567513,0.35798727834119204,10.550808219808989
0,114.73502135791367,124.11066771582733,120.9779395233813,54.83829992657708,46.83185220103232,64.1119077508124,704.9000484724177,0.8618656697395678,0.09280526783082363,13.645234691137283
0,116.60623553240741,121.70947627314816,107.63430266203704,49.95868922941147,43.49343870020817,58.57617177910289,1060.4108306677063,0.7508059931973764,0.07355023823770376,13.804669697174727
0,123.18401022518383,136.0115464154412,121.33962833180146,51.93715647407882,45.70666899857171,63.66340706610381,84.1065945710279,0.9817505691290973,0.2328058286194248,11.451283552225746
0,88.58159722222223,108.11155418113425,98.67841254340277,31.879912598391126,26.855483660529085,41.16824896426615,355.6994765694636,0.7755887480019563,0.10834956366403306,12.73259061241233
0,110.5094394329897,116.1535518685567,105.98526095360825,46.60052587747158,42.24875283471841,56.44764268408742,716.687823496437,0.8069705716699547,0.11502909974048617,13.287278369183522
0,97.27352449888642,106.1604520462138,94.78597403953229,23.299994442106286,19.725059794919193,31.02984249569293,159.2231506713958,0.8006854684830138,0.1339983500641515,11.726001022948216
0,89.48483276367188,122.64370727539062,117.2656758626302,36.7743043538576,27.691471702582678,49.90085877636996,117.31034181337344,0.9433181353862624,0.2546326425685925,11.527377680651593
0,119.1724917763158,136.90011851780187,104.3921488003096,42.41619126143432,31.7531617289478,54.560341461347065,650.9454531981892,0.7427731691309235,0.06937572803366632,13.378149613156413
0,118.99762300531916,119.08130817819149,117.96521775265957,57.329720211098845,47.17586438567936,64.1835102188386,1215.3071681532058,0.7729564454068789,0.05547582636886282,14.13783359505241
0,85.17642435213415,95.27778439405488,93.03841939786585,50.73646435629755,47.55270359181098,53.45621597378974,562.0292283730732,0.8775320558773246,0.17358934516125757,12.713733491337184
0,104.97513338414635,118.91423187669376,99.62931910569105,29.65225257239091,22.839041458215984,35.129831761393454,79.56503147659706,0.9311018863372091,0.22761716676198476,11.351026075641304
0,118.31538254310345,116.33147898706896,108.11325431034483,38.51118526522574,30.452454557871608,51.22899850363392,72.4530236776338,0.9697051738552607,0.2679575401626319,11.007405742190613
0,106.6599136257764,109.56379803959628,131.50999611801242,30.650334546222073,23.1838632252969,39.792657575165734,34.83635338379561,0.974292040078206,0.3590645599979175,10.564222085073068
0,114.17484024859944,126.90021008403362,98.27089898459384,55.93305932677808,47.7625653403378,67.1918417660181,917.9213447934809,0.8221371913713611,0.0777584987418235,13.967670725300461
0,81.27243657879819,89.90455817743764,78.37008397108843,32.6348284282144,30.55532888639348,45.25462657315322,168.39362986330497,0.9084962497568699,0.14996424329811597,12.058483159290407
0,111.22743588759214,126.27095170454545,102.53503148034397,51.880032119885975,47.91648641784392,60.76748499454268,113.94596881451933,0.9754982848485206,0.25752829873742306,11.68232456649014
0,116.2843312659033,125.07075978053435,111.57687261450381,67.27338506055749,65.71237407583592,70.00567806476305,551.0513799233911,0.9357538777095659,0.21211123491140743,12.747642325501086
0,89.7414106267507,103.20196516106442,123.18828781512605,26.887935733914954,21.921260640230287,39.09330591202857,61.6615125929828,0.944426177938553,0.26585261280035466,11.04886318353671
0,73.1037795608108,96.2762578426641,99.88082166988417,24.096591796300686,20.409691662819284,46.958848792568524,145.4007409994593,0.8549746782846477,0.14220574023543253,11.687640424327611
0,90.6295816296729,102.50618793808411,114.6838219188084,35.93113162286129,33.581076016720054,53.37425648663406,82.12520086474386,0.9679289892363515,0.2223824301189608,11.729062747936123
0,97.51571619649805,117.71411417801556,83.7219418774319,53.518956670405274,47.79201717447333,61.16856871555568,511.2538866278974,0.8932118680026131,0.1308442327408094,13.180847441241669
0,94.95321311090225,95.56330278822055,114.32416979949875,31.857839962564427,28.885431511887283,39.71407960444647,223.88042851267826,0.8756374953110287,0.1365083613096671,12.354340634455138
0,105.00162103746398,117.17393506844381,95.43874954971182,55.901111597281485,47.35593644330832,66.80054761157686,954.839804968657,0.8149572216801579,0.09058181252568158,13.868066942331394
0,104.70513221153846,114.0577764423077,101.29653846153846,56.65900607010956,50.49184617016074,63.89012539221641,296.8801903012504,0.945747158879132,0.19163287636762213,12.551609582007151
0,117.60927972560975,134.5878429878049,104.94727091802169,49.029978919431976,43.876221700326646,58.28044862080846,409.44615754836855,0.897752659835014,0.1254317832201321,13.095312825836253
0,105.98627970041322,117.32258845557851,96.8893659607438,57.86346610658619,53.45145821243266,65.04176219120171,863.1856147230233,0.8573120898201252,0.14016555795312038,13.472069693310418
0,98.0421142578125,118.7276611328125,128.7629852294922,37.788101019821184,33.11347808162883,62.11040971150317,72.7383647665561,0.9732716739796163,0.2516285742523188,11.294897950643163
0,80.0250626192748,92.86693404103053,85.7093123807252,45.96953965079228,41.21231677625054,56.54806544017,891.9108286882823,0.7618927379734945,0.12222996300767516,13.341842921251118
0,111.45957545230263,117.78315172697368,103.63375479714912,22.532918482413905,19.865609658003475,29.278285337937366,106.05256923874896,0.8533648948207915,0.1612379017363493,11.349399707082492
0,87.71308813202248,99.01980556530899,88.59829266151685,51.92532838367772,47.66353488377346,61.398448171925885,441.7021147719131,0.910305369706041,0.16131169077243301,12.98903744941505
0,99.29418272243107,110.52543468045113,99.78328634085213,57.11486187816871,52.39896534814143,62.79004198219674,841.808482069255,0.8529601586347852,0.11823721517016064,13.650645073424217
0,103.6182021103896,112.20633370535714,103.11840503246754,38.91190685358247,31.087421686206582,43.93033256706386,111.76926102549768,0.9507929721794359,0.15963696020407658,12.194393287308618
0,118.26440201518692,118.91199072721963,102.24012485397196,22.191663315794095,29.74176489240707,28.457667555212772,119.5882881238355,0.8920323999588933,0.21858736866659878,11.355205762024902
0,85.33690590181058,109.5078669045961,108.40881789693593,24.733065558695603,19.95051446510583,33.37509126820672,101.45979618934,0.8822405572734944,0.22746252550905918,11.248915781271062
0,84.07961647727272,93.91119791666667,109.79622001262626,31.725356019476063,26.369079011021427,47.89546902577601,85.77027755825335,0.9488319890973835,0.24046941330236338,11.350160724301615
0,98.64807222089695,105.19848073711832,105.10641549379771,47.44662991775615,49.37254502562912,55.98797138242214,377.9602671110004,0.9190958619777756,0.20850029209705145,12.525638307855795
0,111.893173828125,118.4015625,94.282275390625,26.83236815391306,18.44143966119087,38.13201547003479,55.66917450412182,0.9361602513287,0.24732594355203702,10.902634330225009
0,119.51741108141448,131.14803916529604,119.78907534950658,42.032607101205485,32.460744463684506,53.17338072146816,476.6277646344116,0.8164115329209508,0.0975212451678147,12.952647586132986
0,127.57414798460145,125.36584295742753,118.04176573822464,26.591951793243865,26.580120521079323,37.12841254606835,145.74118654293898,0.8886185991510818,0.1768854706459154,11.665184922974841
0,115.18462813527961,119.10300806949013,108.53180252878289,35.95760819567334,32.521642183602815,51.610490935252514,540.1452454808391,0.7595675934832029,0.10744882402240284,12.902689473437833
0,100.14723115808823,108.15918686810662,98.15744198069854,53.12810201072332,46.05202981579133,62.26477714147604,593.750677924771,0.8761980864804151,0.11633460758809587,13.454416531196909
0,104.60491697029148,118.60966402746637,105.48907826513452,43.94179245178254,37.42350134689657,54.76544112604483,305.5531634658322,0.9033908510649189,0.1408245165856478,12.764534965486524
0,139.3619265884798,145.18042050178147,137.4659014994062,65.47544697998991,61.57023081390529,69.27996775087192,817.5087871484077,0.89389251167196,0.13047182584090614,13.34333122346847
0,106.09569631968641,109.4082643728223,114.10489710365853,52.22422750997068,54.29212537060631,59.823170867325004,810.5142166885022,0.8569698728292081,0.10453182515096227,13.653126271690939
0,102.56934438040346,118.41542462175792,101.09577629682997,41.67680240474304,27.230774708805228,46.43403406192572,82.53145238308481,0.9618883464997379,0.2253202149372869,11.521462365520005
0,118.88966686320755,131.42865566037736,115.38356005727763,59.0351479952348,43.15875990317704,70.159123318107,694.6347762645662,0.8619732501870266,0.10593534186109173,13.52296787308245
0,123.64923713235294,124.94603860294117,114.08643382352942,42.11514752523662,37.83750621764823,51.47655601956416,1017.6743672016967,0.6658875799942612,0.08157981130297337,13.579522918504225
0,123.50601340694006,145.56871056782333,106.39910291798107,56.10627022073236,46.657738206813406,69.05076256428627,469.8761465357328,0.9072844564615339,0.13121593324108577,13.239805508739341
0,102.87376912434895,120.5130106608073,98.15474446614583,53.60392887662409,42.05296804716131,63.60527287561297,368.93017819603335,0.916475959583661,0.12556382206685926,13.200453043519236
0,78.92608963815789,90.01337817199249,107.36140155075188,25.267169974916207,19.16256738201306,37.06722349491693,64.3660793913674,0.9322796916995983,0.20885124682460504,11.022069052221912
0,88.24580243644068,109.08383209745763,98.42179555084746,29.13781728802871,20.033719013134643,43.98078447608602,90.34917283783219,0.9189890829131915,0.19853376362618547,11.488296931815567
0,94.50505061619718,99.41520686619718,101.84258362676056,30.210437055125478,20.48425048350412,42.03028806053599,95.68261601989195,0.9099497736090579,0.2917582527267845,10.782604986787845
0,86.84605076860842,104.19674099919094,94.11735184061489,36.51164973569641,31.12111348406636,47.63432474484598,85.10290732827863,0.9604116026541731,0.22903444807693807,11.741607875654699
0,105.47835416666666,120.06038541666666,89.44494791666666,27.013670347151383,19.77131417023463,34.68184999777435,114.46630366786923,0.8785608221823794,0.2692530211757954,11.160221213289272
0,86.72672347184066,109.87374441964286,96.04554429945055,27.6878259655906,19.70631775627447,37.471931847765745,298.11602047568994,0.6939507814212925,0.10246479704060572,12.331534948858065
0,130.43580729166666,130.7855224609375,118.42648111979166,32.1873265124669,25.892579142655432,49.812176833176736,511.79456213936726,0.6788439642159994,0.08950694335642448,12.927613367864524
0,105.03836787395397,116.11071521966527,101.22743691161088,51.901586710331664,44.174207048561875,61.466301052182516,943.5372710296658,0.7871683641700629,0.06872902636866608,14.041337353659014
0,100.18707932692308,108.9905889423077,107.3133173076923,44.46005352559211,36.20823151191528,57.3619293856267,143.17807736161447,0.9555119128512398,0.2526317835272773,11.68331429837193
0,108.96833726415095,113.44373525943396,98.34606426886792,25.74745247188376,24.627713083674646,32.674820642606896,41.61646765692747,0.9623796063862774,0.2759714825452937,10.742136521643712
0,113.02474673763736,124.49474158653847,98.61645776098901,52.2031764116752,45.068641537411125,63.022994012503645,1103.201267832407,0.755937899330189,0.07085644765848893,14.06259595598802
0,117.52890625,124.01986069277109,109.49049322289157,45.88494803960647,39.55020925468065,50.5216355521887,35.100262543228474,0.9899444103530051,0.3461126578735879,10.921546154997502
0,96.64880438535911,104.6006237051105,84.43085290055248,39.17711913051771,24.084920333552297,43.947788274230525,62.04170106154634,0.9659453156164334,0.2100391308631552,11.469362955589926
0,129.7723349294355,138.82725344422042,113.78738239247312,36.347852234761085,27.185616890817858,45.31902841813494,42.49648620708173,0.9776618083964853,0.41168439974301785,10.378109991728332
0,119.86389508928572,128.1525669642857,110.21568080357143,54.68555083607502,45.718080737899776,63.714078958539595,1246.2991878465539,0.7460776331610839,0.06777108366264586,14.12355820780336
0,99.03833963523131,115.74071396797153,92.16118494217082,54.235603863782764,44.19942267890626,64.03524603203519,672.5639395231864,0.8502909729817555,0.1369152645200872,13.104857332038566
0,128.21328363185975,128.4559236852134,123.2308974847561,44.60834619871036,40.14191711704647,60.01034366025544,1024.1965478472705,0.7172755177345902,0.06817295102612542,13.880442714738518
0,121.41786423494983,125.03344481605352,111.03750783862876,38.72322134315554,31.716295836337167,48.630941588285246,977.5000292766179,0.5868069604195489,0.07293132985710284,13.458125923371824
0,91.47525678969359,93.46709610027855,93.17580301183844,39.96414786118626,29.01411896408975,44.14438542271348,47.692569233492804,0.9765256402779701,0.34174816472546066,10.812753933637113
0,95.41519591968913,101.29089418717616,93.13844923898964,37.89259856336779,27.787324368301437,42.592804666402536,57.576254092096974,0.9709482139372254,0.253172738635398,11.310358589716976
0,111.0640234375,118.24791015625,100.415634765625,44.501672662378105,43.92990538835052,52.582059675280206,476.34267638343715,0.8738745220556654,0.18948600321792375,12.670728994324145
0,98.34295528017242,112.20662715517241,91.39438308189655,39.69649419799117,30.762094696061173,43.59357872258794,125.53805656470355,0.9449729130559501,0.17197662255664373,12.103891221217925
0,105.8382419808201,121.56211764219577,102.65401785714286,42.006223433488486,33.53381991470415,55.87372555357709,148.37378769649072,0.9480877881401695,0.34154875693977216,11.123922910898088
0,102.68439690420561,109.1771320093458,99.90166228582555,37.51105072016284,29.6542945686094,43.15077116284996,76.97557038656538,0.963012312197588,0.24537557402355517,11.519778654822446
0,95.51365711586902,97.21654596977329,108.84435020465995,35.28812493868831,33.596281245258105,54.98801220183216,166.6168890761107,0.933226296934949,0.1962595852188761,11.939263919649981
0,95.30662079631979,112.6627141497462,87.55050364847716,54.96615664402795,49.85986683438423,65.23153367466537,357.5658304390464,0.9317801470001639,0.19452786777346998,12.623065148062071
0,129.2466796875,139.04818638392857,119.04391741071429,30.1094173283873,26.430090031991746,35.47942683622591,120.50549523326363,0.9067317872857488,0.17830772807914233,11.774487135772574
0,128.76126846181558,138.61247073126802,121.55724288544668,48.640518485134145,34.954168013296425,61.58449938263912,715.8534295627592,0.7863759061817063,0.06533913506970655,13.5197598500927
0,123.70405885568513,122.60856641763849,107.86281432215743,32.755169385350584,23.920923102879915,45.49288545347281,53.495080119199166,0.9658183284248446,0.31874060112552666,10.49865851951612
0,91.18438200672645,101.40702949831838,88.40837829316143,52.302321290860185,42.26687756583385,62.836085271039074,252.96667561992467,0.9421141972655804,0.18236849243253556,12.604887211954757
0,100.56378560126582,110.34981210443038,93.64283030063291,29.856349539438373,21.78591695966088,35.80530282325112,92.04348739408269,0.9230333942047322,0.1737198739878278,11.514639295159515
0,94.10149016203704,101.41348379629629,88.76083863811728,53.10917425587154,52.64821715843689,55.23006896075825,184.20823809413065,0.9657884683979598,0.22375071971714838,12.082885528474222
0,67.62437220982143,89.2102283296131,80.06380789620536,22.219410441306216,19.767427819014138,39.25205545034944,55.24303888536441,0.9309664320044483,0.2842675464745449,10.758147021601646
0,119.46150383364312,133.46590381040892,117.79893703531599,57.74478212049716,52.25421477278639,66.10749913371382,547.5527227448847,0.9063328201001106,0.12665466937802083,13.20909053601779
0,84.26892183503837,94.36647818094629,118.28816336317135,26.633080998208328,24.233432400978362,39.084073737679795,153.52697624827675,0.8821475406746053,0.19848741756938676,11.60340312813495
0,67.55366342905405,91.34042440878379,107.64435177364865,32.44489533674069,32.36297158878281,52.560373735615755,71.01813790392124,0.968547888168981,0.26896586624217084,11.244007943002861
0,132.40781594162996,132.43996936949338,132.5679377753304,43.46968255443699,35.293636189714185,53.82066604157852,617.785119975015,0.7861452368646566,0.11081824950765577,12.87021383916306
0,128.85668285472974,139.93109955658784,123.85430743243244,28.211058178019027,21.455644724538587,37.1964742525101,23.403553117393322,0.9780615951441614,0.4721953512238389,9.621364059276038
0,116.54245882081281,136.9476697198276,106.94536060652709,50.27833136535065,40.621454039021835,58.81873326973317,216.83931352626317,0.944585745001427,0.17432076733417784,12.597533639192264
0,138.82437426814988,141.94134221311475,132.73405481557376,40.15897086245012,36.411067847714605,53.06028739662675,343.47931816582627,0.8734057340948563,0.1713176006243285,12.088378009569634
0,87.95623907342657,113.00990675990676,109.90517555361305,42.29693381024451,40.07901114697415,66.03950377853428,111.16628798964454,0.9697672680791243,0.3187531562774496,11.290660363037368
0,78.94733646373057,95.96473243199482,77.06190293069949,31.106117915278357,30.858744700312865,35.4842677987085,74.36258774519285,0.9594226076923842,0.22345724288964347,11.60668011521836
0,84.9760443239796,96.25282007334184,108.61090959821429,33.3808877293973,28.90362934582166,55.64638160846215,82.88561637670571,0.959097529118524,0.2599856079984004,11.412498318576937
0,137.36675347222223,137.83661500677508,124.2802337398374,21.166162238012596,22.24458269192809,33.95983269740311,21.77062873971385,0.9729758935890478,0.3993521537683838,10.124534017892426
0,114.06486124067165,118.66487873134328,121.67528568097015,31.595166376445615,33.847547430444486,44.02463143534234,552.3929080398018,0.7198869154075443,0.11787551119105094,12.661829058159013
0,114.79166274472891,113.07064194277109,100.71694983057229,37.90481238586327,33.20038234876935,46.65655547350274,228.84996916103754,0.9070380746090494,0.17914715068792247,12.188745441291
0,157.01640625,172.80904447115384,141.3272986778846,42.014484267772275,31.22496327714542,58.306142317474986,180.53819119539708,0.9262671542001242,0.1682239813016541,12.019959223128552
0,115.72809895833333,129.29212239583333,111.87907552083334,47.59231109151849,31.360290217513707,60.58623545616202,569.7818989752742,0.8044729159858163,0.09777833361629754,13.129011235849811
0,102.44774427816901,112.64742517605634,83.6604423415493,43.387209315553456,32.56631722467292,49.22120844969164,69.4180583894163,0.9737137494776527,0.22906329788897048,11.422687560933275
0,77.89405645718232,86.7064593404696,71.74630956491713,39.350942489242904,30.806596666851203,44.26637863029027,88.74487533319028,0.9612691058702207,0.2608627445044728,11.552940572390408
0,113.52218967013889,120.05638485863095,131.90018911210316,38.43872639583699,31.882750137426886,44.49982815073995,74.6344225565578,0.9677570228731338,0.19894245079536133,11.85547964432756
0,126.12322443181819,126.92211174242425,126.01078657670455,45.80081799898083,34.25952107821046,55.07603445911497,550.2605608539754,0.8187226247177146,0.09337438802413031,12.912523877410464
0,111.003268731454,118.86559949925817,108.55461795252225,53.541931429969885,46.16902153547586,63.594492782337404,848.1586882074951,0.8262948770637921,0.09434191382444129,13.726509224458887
0,104.29422477893891,111.82546221864952,101.89216991559485,33.572968322393,21.361248486088652,39.339581323980156,49.16573305864831,0.9635992839342804,0.22238158971711142,11.133145106124491
0,108.96348703379954,122.06104312354313,102.93004261363636,41.57350076375994,38.413633664379766,54.15871631608927,438.72338118682404,0.8519270414698616,0.1191150427603263,12.878142780574256
0,150.93279655612244,149.92612670068027,141.2826495181406,50.50341432361601,43.68495771484092,65.85300948735204,715.0022497444368,0.8391294390450854,0.07262130166223238,13.66172280019252
0,102.56469372735508,101.06843014039855,87.9739158740942,41.15001852539218,33.03284541986007,48.680811427638915,105.35295800839273,0.9594833765830583,0.22727057547301266,11.706570315083965
